complexity,drug_pubchem_id,exact_mass,hba,hbd,heavy_atoms,molecular_formula,mw_freebase,mw_monoisotopic,smiles,tpsa
1810,11954269,957.581,3,14,68,C53H83NO14,958.24,957.581,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OCCO)OC)C)C)O)OC)C)C)C)OC,205.0
126,11954225,367.939,1,5,11,C4H4AuNaO4S,368.088,367.939,[H+].C(C(C(=O)[O-])[S-])C(=O)[O-].[Na+].[Au+],81.3
731,9574101,473.264,4,7,34,C24H35N5O5,473.574,473.264,CCOC(=O)CNC(C1CCCCC1)C(=O)N2CCC2C(=O)NCC3=CC=C(C=C3)C(=NO)N,146.0
249,9567831,246.008,3,3,15,C8H8Cl2N4O,247.079,246.008,C1=CC(=C(C(=C1)Cl)C=NN=C(N)NO)Cl,83.0
538,6918453,678.133,0,10,32,C20H34AuO9PS,678.483,678.133,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],115.0
480,6335486,706.902,5,14,30,C12H13BiK3O14,707.497,706.902,C(C(=O)O)C(CC(=O)[O-])(C(=O)O)O.C(C(=O)O)C(CC(=O)[O-])(C(=O)O)[O-].[K].[K].[K].[Bi+3],273.0
432,5487301,301.19,4,4,22,C16H23N5O,301.394,301.19,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,95.0
124,5478817,171.946,2,4,9,C4H4FeO4,171.917,171.946,C(=CC(=O)O)C(=O)O.[Fe],74.6
265,5473386,152.016,1,2,10,C5H4N4S,152.175,152.016,C1=NC(=S)C2C(=NC=N2)N1,81.2
561,5361323,334.088,2,4,23,C17H16ClFN2O2,334.775,334.088,C1=CC(=CC=C1C(=C2C=C(C=CC2=O)F)NCCCC(=O)N)Cl,72.2
804,5353980,398.068,3,9,28,C18H14N4O5S,398.393,398.068,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NN=C3C=CC(=O)C(=C3)C(=O)O,146.0
766,5312153,465.182,3,7,32,C23H31NO7S,465.561,465.182,CS(=O)(=O)NC(=O)CCCC=CCC1C(C(CC1=O)O)C=CC(COC2=CC=CC=C2)O,138.0
639,5311297,473.158,2,3,33,C29H28ClNOS,474.059,473.158,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)S)O,34.1
606,5311181,360.23,3,4,26,C22H32O4,360.494,360.23,CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O,77.8
1550,5311082,814.289,8,12,56,C35H46N10O9S2,814.934,814.289,C1CC2C(=O)NC3CSSCCC(=O)N(C3=O)C(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC4=CNC5=CC=CC=C54)CC(=O)O)CCCCN=C(N)N,342.0
162,5310993,154.038,1,4,11,C6H6N2O3,154.125,154.038,CC1=CN=C(C=[N+]1[O-])C(=O)O,75.6
1510,5282405,666.393,2,4,50,C44H50N4O2+2,666.91,666.393,C=CC[N+]12CCC34C1CC(C(=CCO)C2)C5=CN6C7C(=CN(C53)C8=CC=CC=C48)C9CC1C7(CC[N+]1(CC9=CCO)CC=C)C1=CC=CC=C16,46.9
634,5282204,370.98,2,8,23,C13H10ClN3O4S2,371.81,370.98,CN1C(=C(NC2=CC=CC=N2)O)C(=O)C3=C(S1(=O)=O)C=C(S3)Cl,136.0
462,5281612,300.063,3,6,22,C16H12O6,300.266,300.063,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,96.2
302,5281007,182.092,2,4,13,C6H10N6O,182.187,182.092,CN(C)NN=C1C(=NC=N1)C(=O)N,95.4
257,5280567,176.047,1,3,13,C10H8O3,176.171,176.047,CC1=CC(=O)OC2=C1C=CC(=C2)O,46.5
1030,5230731,630.345,5,7,44,C33H50N4O6S,630.845,630.345,CC(C)(C)S(=O)(=O)CC(CC1=CC=CC=C1)C(=O)NC(CC2=CN=CN2)C(=O)NC(CC3CCCCC3)C(C(C4CC4)O)O,170.0
372,4659569,273.064,2,5,20,C14H11NO5,273.244,273.064,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],103.0
500,4659568,305.101,2,6,22,C14H15N3O5,305.29,305.101,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N,130.0
3150,4479097,1346.575,10,20,92,C62H90CoN13O15P-2,1347.385,1346.575,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.O.[Co],453.0
726,4475485,483.184,3,10,33,C22H30FN3O6S,483.555,483.184,CC(C)C1=NC(=NC(=C1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,149.0
515,4210613,309.184,2,2,23,C19H23N3O,309.413,309.184,CC(C)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,48.1
487,4183806,382.272,2,5,27,C22H38O5,382.541,382.272,CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O,83.8
318,3033226,289.077,2,4,20,C15H15NO3S,289.349,289.077,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO,85.6
225,2723601,167.027,3,2,11,C5H5N5S,167.19,167.027,C1=NC2=C(N1)C(=S)N=C(N2)N,111.0
119,1349907,114.025,1,1,7,C4H6N2S,114.166,114.025,CN1C=CNC1=S,47.4
306,685814,218.051,2,2,15,C11H10N2OS,218.274,218.051,C1=CC=C(C=C1)CC2=CC(=O)NC(=S)N2,73.2
190,667490,152.016,2,2,10,C5H4N4S,152.175,152.016,C1=NC2=C(N1)C(=S)N=CN2,85.2
487,657319,348.122,2,5,26,C19H16N4O3,348.362,348.122,COC1=C(C=C(C=C1)C(=O)NC2=CN=CC=C2)C(=O)NC3=CN=CC=C3,93.2
223,657298,170.051,2,2,11,C7H10N2OS,170.23,170.051,CCCC1=CC(=O)NC(=S)N1,73.2
228,469186,139.063,1,3,10,C7H9NO2,139.154,139.063,CC1=C(N(C=CC1=O)C)O,40.5
1100,444033,540.309,1,7,39,C32H44O7,540.697,540.309,CC(C)C(=O)OCC(=O)C12C(CC3C1(CC(C4C3CCC5=CC(=O)C=CC45C)O)C)OC(O2)C6CCCCC6,99.1
3740,424379,1579.666,13,27,109,C72H101CoN18O17P,1580.616,1579.666,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)(O)OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[CH2-]C1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O.[Co+2],568.0
509,411697,299.152,0,4,22,C18H21NO3,299.37,299.152,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4,38.8
1970,365716,1097.483,15,14,77,C54H71N11O10S2,1098.349,1097.483,CC(C)C(C(=O)NC(CS)C(=O)NC(C(C)O)C(=O)N)NC(=O)C(CCCCN)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC3=CC=C(C=C3)O)NC(=O)C(CS)NC(=O)C(CC4=CC5=CC=CC=C5C=C4)N,357.0
671,183797,429.238,5,6,31,C22H31N5O4,429.521,429.238,C1CCC(CC1)C(C(=O)N2CCC2C(=O)NCC3=CC=C(C=C3)C(=N)N)NCC(=O)O,149.0
3450,163742,1506.951,19,52,91,C31H53N3O49S8,1508.217,1506.951,COC1C(C(C(C(O1)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)COS(=O)(=O)O)OC4C(C(C(C(O4)C(=O)O)OC5C(C(C(C(O5)COS(=O)(=O)O)O)O)NS(=O)(=O)O)O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O)NS(=O)(=O)O,873.0
301,160051,616.438,4,5,39,C31H67Cl3N4O,618.254,616.438,CCCCCCCCCCNCC=C.C[N+](C)(C)CCCCCCNCC=C.C=CCN.C1C(O1)CCl.Cl.[Cl-],62.6
358,155774,339.179,4,6,24,C16H25N3O5,339.392,339.179,C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O,103.0
342,151166,293.062,2,4,20,C15H13ClFNO2,293.722,293.062,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O,49.3
810,151165,534.15,2,11,37,C23H21F7N4O3,534.435,534.15,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NC(=O)NN3)C4=CC=C(C=C4)F,75.2
567,150311,409.149,2,5,30,C24H21F2NO3,409.433,409.149,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,60.8
907,150310,414.204,0,6,30,C24H30O6,414.498,414.204,CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC,82.2
541,128919,381.17,0,4,28,C24H22F3N,381.442,381.17,C1CN(CC=C1C2=CC(=CC=C2)C(F)(F)F)CCC3=CC4=CC=CC=C4C=C3,3.2
425,124087,310.124,1,2,22,C19H19ClN2,310.825,310.124,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,24.9
545,123631,446.152,1,8,31,C22H24ClFN4O3,446.907,446.152,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,68.7
514,123619,358.054,0,4,24,C18H15ClN2O2S,358.84,358.054,CC1=NC=C(C=C1)C2=NC=C(C=C2C3=CC=C(C=C3)S(=O)(=O)C)Cl,68.3
212,122316,171.105,1,1,13,C12H13N,171.243,171.105,C#CCNC1CCC2=CC=CC=C12,12.0
414,122197,431.076,0,4,23,C18H23FINO2,431.29,431.076,COC(=O)C1C2CCC(N2CCCF)CC1C3=CC=C(C=C3)I,29.5
462,119607,314.073,1,5,22,C16H14N2O3S,314.359,314.073,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,94.6
524,115355,329.051,0,8,23,C14H10F3NO5,329.231,329.051,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],97.0
212,115056,186.126,2,3,13,C10H18O3,186.251,186.126,CC1(C2CC(C(O1)(C(C2)O)C)O)C,49.7
702,110635,389.138,1,4,29,C22H19N3O4,389.411,389.138,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,74.9
1560,108057,822.44,5,15,58,C43H66O15,822.986,822.44,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC(=O)C)O)O,209.0
839,104865,551.184,2,11,39,C27H29N5O6S,551.618,551.184,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,154.0
334,104799,315.075,1,6,19,C9H19ClN3O5P,315.691,315.075,CCOP(=O)(C(C)NC(=O)N(CCCl)N=O)OCC,97.3
854,104741,606.317,2,9,41,C32H47F5O3S,606.777,606.317,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,76.7
305,100788,260.047,4,7,17,C9H12N2O5S,260.264,260.047,C1=C(N=C(S1)C2C(C(C(O2)CO)O)O)C(=O)N,154.0
500,93860,384.197,4,6,28,C19H25BN4O4,384.243,384.197,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,124.0
587,92400,429.107,1,6,29,C22H23NO4S2,429.549,429.107,CC(CSC(=O)C1=CC=CC=C1)C(=O)N2CC(CC2C(=O)O)SC3=CC=CC=C3,125.0
650,91736,466.16,2,8,31,C22H30N2O5S2,466.611,466.16,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3(CC2C(=O)O)SCCS3,147.0
319,91276,306.194,2,4,22,C17H26N2O3,306.406,306.194,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC(=O)CO,61.8
742,91270,498.237,2,8,36,C27H34N2O7,498.576,498.237,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC(=C(C=C3CC2C(=O)O)OC)OC,114.0
190,83786,136.039,2,2,10,C5H4N4O,136.114,136.039,C1=NNC2=C1NC=NC2=O,70.1
469,77999,357.115,1,6,25,C18H19N3O3S,357.428,357.115,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,96.8
582,77993,382.171,1,3,27,C22H26N2O2S,382.522,382.171,CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4,61.6
772,72145,500.216,1,10,36,C26H32N2O8,500.548,500.216,CCOC1=C(C(=C(C2=C1C(OC2=O)C3C4=C(C5=C(C=C4CCN3C)OCO5)OC)N)OCC)OCC,111.0
2380,72081,1226.496,16,19,85,C52H74N16O15S2,1227.381,1226.496,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)NC(=O)CNC(=O)CNC(=O)CN)C(=O)NC(CCCCN)C(=O)NCC(=O)N,563.0
434,71919,356.201,1,5,26,C20H25FN4O,356.445,356.201,CC(CCN1CCN(CC1)C2=CC=C(C=C2)F)NC(=O)C3=CN=CC=C3,48.5
1870,71715,987.485,10,13,69,C45H69N11O12S,988.172,987.485,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSCCCC(=O)N(C(C(=O)N1)CC2=CC=C(C=C2)O)C)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,390.0
353,71637,321.209,0,2,24,C22H27NO,321.464,321.209,CCN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,12.5
138,71472,179.131,1,2,13,C11H17NO,179.263,179.131,CCC(C1=CC=CC=C1OC)NC,21.3
204,71388,280.204,1,3,20,C17H28O3,280.408,280.204,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O.C=O.C1CO1,49.8
672,71329,441.139,2,8,29,C19H27N3O5S2,441.561,441.139,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,122.0
483,71301,405.175,3,7,29,C22H25F2NO4,405.442,405.175,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O,71.0
308,71273,274.205,1,2,20,C17H26N2O,274.408,274.205,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,32.3
215,71158,181.041,2,4,11,C5H11NO4S,181.206,181.041,CC(=O)NCCCS(=O)(=O)O,91.8
569,68930,332.235,1,3,24,C21H32O3,332.484,332.235,CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C,54.4
561,68876,395.15,0,6,27,C20H26ClNO5,395.88,395.15,CCN(CC)CCC1=C(C2=C(C(=C(C=C2)OCC(=O)OCC)Cl)OC1=O)C,65.1
598,68844,383.064,2,9,23,C12H21N3O5S3,383.496,383.064,CCNC1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC,164.0
673,68783,328.204,1,3,24,C21H28O3,328.452,328.204,CC1=CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4C1=CC(=O)CC4,54.4
313,68778,293.214,0,1,22,C21H27N,293.454,293.214,CC(C)(C)N1CCC(CC1)(C2=CC=CC=C2)C3=CC=CC=C3,3.2
411,68770,363.252,4,4,26,C20H33N3O3,363.502,363.252,CC(C)(C)NCC(COC1=CC=C(C=C1)NC(=O)NC2CCCCC2)O,82.6
327,68740,271.996,5,8,16,C5H10N2O7P2,272.09,271.996,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,153.0
805,68733,455.231,1,7,33,C26H33NO6,455.551,455.231,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2C=CC(=O)OC(C)(C)C)C(=O)OCC)C)C,90.9
219,68712,180.126,1,2,13,C10H16N2O,180.251,180.126,C1CC1C(C2CC2)NC3=NCCO3,33.6
1770,68613,993.441,11,15,68,C43H67N11O12S2,994.194,993.441,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCCC(=O)NC(C(=O)N1)CC2=CC=C(C=C2)OCC)C(=O)N3CCCC3C(=O)NC(CCCN)C(=O)NCC(=O)N)CC(=O)N)C(C)O,416.0
368,68555,307.178,1,5,22,C17H25NO4,307.39,307.178,CC(C)C(=O)OC1=C(C=C(C=C1)CCNC)OC(=O)C(C)C,64.6
362,67425,423.346,0,6,30,C24H45N3O3,423.642,423.346,CCN(CC)CCOC1=C(C(=CC=C1)OCCN(CC)CC)OCCN(CC)CC,37.4
551,66408,326.188,2,3,24,C21H26O3,326.436,326.188,CC12CC(C3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O)OC,49.7
1100,66249,530.278,2,6,39,C32H38N2O5,530.665,530.278,CC1CC2C3C=C(C4=CC5=C(CC4(C3C(CC2(C1(C(=O)COC(=O)C)O)C)O)C)C=NN5C6=CC=CC=C6)C,102.0
831,65999,514.237,1,4,39,C33H30N4O2,514.629,514.237,CCCC1=NC2=C(C=C(C=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C5=NC6=CC=CC=C6N5C)C,72.9
728,65906,432.207,1,5,32,C24H25FN6O,432.503,432.207,CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5,65.8
1090,65866,611.3,1,8,45,C36H41N3O6,611.739,611.3,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,114.0
333,65856,313.168,1,4,23,C19H23NO3,313.397,313.168,CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3,39.7
295,65833,246.173,1,2,18,C15H22N2O,246.354,246.173,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,46.3
449,65777,363.087,0,6,25,C18H18ClNO5,363.794,363.087,CC(C)(C(=O)OCCOC(=O)C1=CN=CC=C1)OC2=CC=C(C=C2)Cl,74.7
282,65632,249.013,2,6,15,C8H11NO4S2,249.299,249.013,C1CSC(=O)C1NC(=O)CSCC(=O)O,134.0
582,60953,359.149,3,7,25,C15H22FN3O6,359.354,359.149,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,121.0
618,60879,424.146,2,6,30,C23H24N2O4S,424.515,424.146,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O,121.0
549,60867,280.107,2,6,21,C14H12N6O,280.291,280.107,CC1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N,113.0
488,60865,337.168,1,4,25,C21H23NO3,337.419,337.168,CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O,49.8
573,60854,412.112,1,5,28,C21H21ClN4OS,412.936,412.112,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,76.7
748,60843,427.149,6,6,31,C20H21N5O6,427.417,427.149,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)NC(CCC(=O)O)C(=O)O,187.0
564,60831,392.099,1,6,26,C19H22NO4S2+,392.508,392.099,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C,116.0
523,60815,376.2,0,6,27,C20H28N2O5,376.453,376.2,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,76.2
559,60795,447.148,1,4,30,C23H27Cl2N3O2,448.388,447.148,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,44.8
450,60712,320.002,2,4,21,C14H9ClN2O3S,320.747,320.002,C1=CSC(=C1)C(=O)C2=C(N(C3=C2C=C(C=C3)Cl)C(=O)N)O,114.0
709,60663,495.29,1,6,36,C29H38FN3O3,495.639,495.29,CC(C)C1C2=C(CCC1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F,67.4
485,60561,385.135,1,5,27,C21H23NO4S,385.478,385.135,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2,97.8
653,60198,296.178,0,2,22,C20H24O2,296.41,296.178,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,34.1
524,60184,368.231,2,6,26,C19H32N2O5,368.474,368.231,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O,95.9
645,60164,412.204,1,3,31,C28H28O3,412.529,412.204,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,46.5
623,60149,440.178,1,3,31,C24H26ClFN4O,440.947,440.178,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O,40.5
539,60147,408.172,2,7,28,C20H28N2O5S,408.513,408.172,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,108.0
294,57469,240.137,1,3,18,C14H16N4,240.31,240.137,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,56.7
668,56016,834.896,7,9,35,C20H28I3N3O9,835.169,834.896,CC(=O)N(CC(COC)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,189.0
514,55756,348.184,1,4,26,C22H24N2O2,348.446,348.184,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC(=N3)C=CC(=O)O,53.4
576,55645,395.224,2,6,27,C20H33N3O3S,395.562,395.224,CCCN1CC(CC2C1CC3=C(C2)C(=CC=C3)O)NS(=O)(=O)N(CC)CC,81.3
334,55483,356.246,4,4,26,C22H32N2O2,356.51,356.246,C1=CC=C(C=C1)CCNCCCCCCNCCC2=CC(=C(C=C2)O)O,64.5
429,55362,387.296,7,6,27,C17H37N7O3,387.529,387.296,C(CCCN=C(N)N)CCC(=O)NC(C(=O)NCCCCNCCCN)O,181.0
522,55197,308.116,1,4,23,C18H16N2O3,308.337,308.116,CN1C2=CC=CC=C2C(=O)C(=C1O)C(=O)N(C)C3=CC=CC=C3,60.8
476,55191,359.232,0,6,26,C19H29N5O2,359.474,359.232,CC1(CC(=O)N(C(=O)C1)CCCCN2CCN(CC2)C3=NC=CC=N3)C,69.6
294,54910,261.056,1,3,18,C14H12ClNO2,261.705,261.056,CC1=NC=C2C(OCC2=C1O)C3=CC=C(C=C3)Cl,42.4
237,54841,255.162,1,2,19,C17H21NO,255.361,255.162,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2,21.3
446,54766,367.211,2,6,26,C18H29N3O5,367.446,367.211,CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O,91.3
706,54454,418.272,1,5,30,C25H38O5,418.574,418.272,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,72.8
486,53359,357.065,1,7,24,C16H14F3NO3S,357.347,357.065,CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC,81.9
350,53276,304.134,3,6,22,C15H17FN4O2,304.325,304.134,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N,89.3
369,51768,370.089,1,4,22,C16H23BrN2O3,371.275,370.089,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2OC)Br)OC,50.8
190,51634,219.147,4,5,15,C10H21NO4,219.281,219.147,CCCCN1CC(C(C(C1CO)O)O)O,84.2
179,51577,207.111,5,6,14,C8H17NO5,207.226,207.111,C1C(C(C(C(N1CCO)CO)O)O)O,104.0
614,51263,416.254,0,6,30,C21H32N6O3,416.526,416.254,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC,81.0
753,50294,371.101,2,8,27,C19H17NO7,371.345,371.101,CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)O)C(=O)C=C(N2CC)C(=O)O,121.0
1060,50191,602.477,0,6,43,C35H62N4O4+2,602.905,602.477,CC(=O)OC1CC2CCC3C(C2(CC1N4CC[N+](CC4)(C)C)C)CCC5(C3CC(C5OC(=O)C)N6CC[N+](CC6)(C)C)C,59.1
434,48041,352.215,1,3,26,C22H28N2O2,352.478,352.215,CN1CCCCC1CCC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC,41.6
228,47528,211.059,1,5,15,C8H9N3O4,211.177,211.059,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],97.0
1390,47319,928.509,0,12,67,C53H72N2O12+2,929.161,928.509,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C,126.0
428,44562,295.121,1,3,22,C18H17NO3,295.338,295.121,CCC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O,57.6
499,44112,380.21,2,4,28,C23H28N2O3,380.488,380.21,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3,63.4
179,42396,225.136,3,4,16,C12H19NO3,225.288,225.136,CC(C)NCC(COC1=CC=C(C=C1)O)O,61.7
518,41781,348.126,3,5,24,C16H20N4O3S,348.421,348.126,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,109.0
962,41774,645.248,14,19,44,C25H43NO18,645.608,645.248,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO,321.0
459,41693,386.203,0,4,27,C22H30N2O2S,386.554,386.203,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,61.0
539,41317,326.188,1,3,24,C21H26O3,326.436,326.188,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC,46.5
677,40976,324.209,1,2,24,C22H28O2,324.464,324.209,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,37.3
